کمي,scarcity
منهدم شدن,be destroyed
منعدم شدن,be destroyed
مضمحل شدن,be destroyed
منقرض شدن,be destroyed
از ميان رفتن,be destroyed
نابود شدن,be destroyed
از بين رفتن,be lost
تعيين شدن,be set
ظاهر شدن,appear
دشوار بودن,be difficult
رهبري شدن,be directed
عاجز شدن,be disabled
مايوس شدن,loose hope
مکشوف شدن,be revealed
کشف شدن,be discovered
منکشف شدن,be discovered
خفت کشيدن,be disgraced
روسياه شدن,be disgraced
مفتضح شدن,be disgraced
در رفتن,runaway
به نمايش درآمدن,be displayed
انحلال يافتن,be dissolved
منحل شدن,be dissolved
منصرف شدن,be dissuaded
متمايز داشتن,be distinct
منقسم شدن,be divided
منتشر شده,published
انجام شدن,be done
انجام گرفتن,be done
خشک شدن,freeze
قرار بودن,be supposed to
تخليه شدن,be dumped
محتضر بودن,be dying
موثر بودن,sacrifice
اانتخاب شدن,be selected
برگزيده شدن,be elected
مرتفع شدن,elevate
حذف شدن,be eliminated
خجل شدن,be embarrassed
خجالت کشيدن,be embarrassed
در خدمت بودن,be present
اشتغال داشتن,be envolved
مسحور شدن,be enchanted
درج شدن,be published
سرگرم بودن,be engaged
سرگرم شدن,be engaged
مشغول بودن,be engaged
مجهز بودن,be equipped
داير شدن,be established
تاسيس شدن,be established
ايجاد شدن,be established
برآورد شدن,be estimated
جوش خوردن,weld
جوش زدن,be excited
مستثني شدن,be excluded
معاف شدن,be exempt
واماندن,be exhausted
گسترش يافتن,be expanded
انتظار رفتن,be expected
دفع شدن,be expelled
تجربه شدن,be experienced
منفجر شدن,be exploded
صادر شدن,be exported
به دست آمدن,be recieved
مردود شمردن,be rejected
انصاف داشتن,be fair
آشنايي داشتن,be familiar with
مفتون شدن,be fascinated
مساعد بودن,be favorable
احساس شدن,be felt
حصار کشي شدن,be fenced
مشحون شدن,be filled
جرم شدن,be fined
شليک شدن,be fired
درست شدن,be fixed
راغب بودن,be fond of
خر شدن,be fooled
مجبور بودن,be forced
مجبور شدن,be forced
رودست خوردن,be forstalled
پيدا شدن,be found
مبتني بودن,be founded
تحويل دادن,be freed
دوست بودن,be friends
متوحش شدن,be frightened
به دست رسيدن,receive
آقائي کردن,rule over
ارائه شدن,be given
واکهدار شدن,be given
مستجاب شدن,be granted
هرص زدن,be greedy
طمع داشتن,be greedy
ضرر داشتن,be noxious
بهبود يافتن,be healed
غافل شدن,remain unaware of
برگزار گرديدن,be held
برگزار شدن,be organized
پاسخ گو بودن,be held accountable
در ماندن,be helpless
مذبذب بودن,be hesitant
مزدور شدن,get hired
اجير شدن,get hired
ضربه خوردن,be hit
درستکاري کردن,be honest
حشري بودن,be horny
بستري شدن,be hospitalized
خصومت داشتن,be hostile
درويشي کردن,be humble
تواضع کردن,condescend
تحقير شدن,be humiliated
مجسم شدن,be personified
زنداني شدن,be imprisoned
به زندان افتادن,be imprisoned
رياست برعهده داشتن,be in charge
برعهده داشتن,be in charge of
در تماس بودن,be in contact
مورد تقاضا بودن,be in demand
شيرين شدن,sweeten
در مضيقه بودن,be in difficulty
مغضوب واقع شدن,be in disfavor
مغضوب قرار گرفتن,be in disfavor
ترديد پيدا کردن,be in doubt
اقليت داشتن,be in minority
در جريان بودن,be informed
متجلي شدن,be revealed
ارادت داشتن,be inclined
ارادت نمودن,be inclined
منافات داشتن,be incompatible
مديون شدن,be indebted
حق بگردن داشتن,be indebted to
تحت تعقيب بودن,be monitored
کاهلي کردن,be indolent
واگرفتن,be infected
ملتهب شدن,be inflamed
در جريان قرار گرفتن,be informed
مطلع شدن,be informed
با خبر شدن,be informed
آگاه شدآن,be informed
آگاه شدن,be informed
وقوف يافتن,be informed
تزريق شدن,be injected
زخمي شدن,be injured
کنجکاوي کردن,be inquisitive
مندرج شدن,be inserted
الهام گرفتن,be inspired
الهام يافتن,be inspired
الهام داشتن,be inspired
الهام شدن,be inspired
مهادين شدن,be institutionalized
فاصله خوردن,be interrupted
تشديد شدن,be intesified
شدت کردن,be intesified
معرفي شدن,be introduced
تحت رسيدگي قرار گرفتن,be investigated
دعوت شدن,be invited
وعده داشتن,be invited
درگير بودن,be involved
دست داشتن,be involved
مشروب شدن,be irrigated
دادرسي شدن,be judged
نگهداري شدن,be kept
کشته شدن,be killed
مقتول شدن,be killed
دوستي کردن,be kind
دير کردن,laten
باقي بودن,be left
جا ماندن,be left behind
به جا ماندن,be left behind
احتمال رفتن,be likely
احتمال داشتن,be possible
محدود شدن,be limited
خط کشي شدن,be lined
از دست رفتن,be lost
وفاکردن,be loyal
خام دستي کردن,be lubber
بعمل آمدن,be made
به عمل آوردن,be made
توليد شدن,be produced
ذکر شدن,be mentioned
معدني شدن,be mineralized
اختلاط يافتن,be mixed
استهزاء شدن,be mocked
ميانه روي کردن,be moderate
تحت نظارت بودن,be monitored
ملقب شدن,be name
نام داشتن,be named
شيطنت کردن,be naughty
لزوم داشتن,be necessary
منفک شدن,be separated
مذاکره شدن,be negotiated
اصالت ذاتي داشتن,be noble born
به چشم خوردن,be seen
متوجه شدن,realize
ملزم شدن,be obligated
التزام داشتن,be obliged
لجاجت کردن,be obstinate
فراهم شدن,be provided
حاصل شدن,be obtained
حاصل آمدن,be obtained
عرضه شدن,be offered
کهنه بودن,be old
رژيم داشتن,be on diet
در معرض تماشا بودن,be on display
گوش بزنگ بودن,be on the alert
گشايش يافتن,be opened
خوش بين بودن,be optimistic
خودفروشي کردن,be ostentatious
جاه طلبي کردن,be overambitious
چپه شدن,be overturned
ادا شدن,be paid
پرداخت شدن,be paid
رنگ شدن,paint
شور پيدا کردن,be passionate
اجراء حکم,execution of sentence
اجراء شدن,be perform
جا گرفتن,be placed
کشت شدن,be planted
غارت شدن,be plundered
متذکر شدن,be pointed out
مسموم شدن,be poisoned
ملوت شدن,be polluted
حمالي کردن,carry
امکان پذير بودن,be possible
امکان داشتن,be possible
موکول شدن,be postponed
پيش بيني شدن,be predicted
آبستن بودن,be pregnant
تهيه شدن,be prepared
آماده بودن,be ready
تجويز شدن,be prescribed
حضور داشتن,participate
هديه شدن,be presented
شايع شدن,be spread
پيشگيري شدن,be prevented
چاپ شدن,be printed
منتشر نمودن,publish
منفعت داشتن,be profitable
ارتقاء يافتن,be promoted
جندگي کردن,be prostitute
غرور داشتن,be proud of
اثبات شدن,be proved
بثبوت رسيدن,be proved
ثابت شدن,be proven
تامين شدن,be provided
منتشر گرديدن,be published
منتشر شدن,be published
به چاپ رسيدن,be published
انتشار يافتن,be published
ادب شدن,be punished
خريداري شدن,be purchased
قرار گرفتن,be put
توسري خوردن,be put down
مرتب شدن,be put in order
تحت درمان قرار گرفتن,be treated
جلد کردن,bind
حاضر بودن,be willing
دريافت شدن,be received
توصيح کردن,be recommended
خمير شدن,be recycled
کاهش يافتن,decrease
ارجاع شدن,be sent
احاله شدن,be referred
وا خوردن,be rejected
واخوردن,be refused
محسوب شدن,be regarded as
مردود شدن,flunk
مربوط شدن,be related
ارتباط داشتن,be related
مناسبت داشتن,be related
وارفتن,be relaxed
رها شدن,be released
خلص شدن,be relieved
وارستن,be relieved
مذهبي بودن,religiousness
اکراه داشتن,be reluctant
تعميرشدن,be repaired
تعمير شدن,be repaired
گزارش شدن,be reported
واجب بودن,be required
پاسخگو بودن,be responsible
بيقرار بودن,restlessness
مشخص شدن,be revealed
مکشوف گرديدن,be revealed
فاش شدن,be revealed
برملا شدن,be revealed
برعکس شدن,be reversed
سلب شدن,be revoked
گستاخي کردن,be rude
خانه خراب شدن,be ruined
شهرت داده شدن,be rumored
خورسند بودن,be satisfied
خورسند شدن,be satisfied
خرسند بودن,be satisfied
رضايت داشتن,be satisfied
اکتفا کردن,be satisfied with
نجات يافتن,be save
رستگار شدن,be saved
رهيدن,be saved
زهره ترک شدن,be scared to death
متفرق شدن,be scattered
دومي نداشتن,be second to none
حساسيت داشتن,be sensitive
شهوتراني کردن,be sensual
اعزام شدن,be sent
ارسال شدن,be sent
مرسول شدن,be sent
جدا بودن,be separated
مفروز شدن,be separated
هدف توپ قرار گرفتن,be shot
هدف گلوله قرار گرفتن,be shot
به حال تعطيل درآمدن,be shut down
رودربايستي کردن,be shy
امضاء شدن,be signed
مشابهت داشتن,be similar
اجتماغي بودن,be social
فروخته شدن,be sold
به فروش رفتن,be sold
متاسف بودن,be sorry
خاصيت داشتن,be special
خرج شدن,be spent
صرف شدن,be spent
ضايع شدن,be spoiled
واچرتيدن,be startled
خسيسي کردن,be stingy
خسيخ بودن,be stingy
ذخيره سازي شدن,be stored
به سرقت رفتن,be stolen
منع شدن,be stopped
متوقف گرديدن,be stopped
متوقف شدن,be stopped
انبار شدن,be stored
مستحکم شدن,be strengthened
مبهوت شدن,be struck
خودسري کردن,be stubborn
مقهور شدن,be subdued
مطيع شدن,be subdued
منها شدن,be subtracted
خلاصه شدن,be summarized
حمايت شدن,be supported
متعجب شدن,wonder
متحير شدن,be surprised
محصور شدن,be surrounded
مساحت شدن,be surveyed
مظنون واقع شدن,be suspected
تعليق درآمدن,be suspended
معلق شدن,be suspended
مظنون بودن,suspicion
انتقال يافتن,be transported
تنظيم شدن,be taken care of
لفاظي کردن,be talkative
دست خوردن,be touched
هدف قرار گرفتن,be targeted
بيمزه بودن,tastelessness
تشنه بودن,be thirsty
پرت شدن,be thrown
پرتاب شدن,be thrown
دور افتادن,be thrown away
غلغلک شدن,be tickled
دريده شدن,be torn
متاثر شدن,be touched
مبادله شدن,be traded
تبديل شدن,be tranformed
محاکمه شدن,be tried
توليت کردن,be trustee
مناط بودن,be trustworthy
منقلب شدن,be turned
منعطف شدن,be turned
به صدا درآمدن,be turned on
مفهومشدن,be understood
مد نبودن,be unfashionable
اتفاق داشتن,be united
پا روي حق گذاشتن,be unjust
بعيد بودن,be unlikely
پرده برداري شدن,be unveiled
مصرف شدن,be used
مستعمل شدن,be used
استفاده بعمل آمدن,be used
بدرد خوردن,be useful
به درد خوردن,be useful
فايده بخشيدن,be useful
نفع رساندن,do good
منظوم شدن,be versified
معطل بودن,be waiting
تضعيف شدن,be weakened
شلاق خوردن,be whipped
خواهان بودن,demand
مجروح شدن,shot
زخم خوردن,be wounded
زخم برداشتن,be wounded
روي کاغذ آمدن,go down on paper
مرقوم رفتن,be written
به دليل اينکه,by reason of
شن زار,sandy place
ساحل,shore
درياکنار,seashore
کنار دريا,seashore
سواحل,beaches
چراق دريايي,beacon
مهره ساختن,bead
بريسمان کشيدن,bead
منجوق زدن,bead
دانه,seed
خرمهره,shell
دانه تسبيح,bead
روکوب,beading
منادي دادگاه,beadle
فهرست اسامي,beadroll
تسبيح,rosary
منجوق,beads
دعاخوان,beadsman
نوک,tip
نک,tip
منقار,rostrum
منقاري,rostral
نوکدار,pointed
منقاردار,beaked
ليوان آزمايشگاه,beaker
جام,grail
ليوان آئمايشگاه,beaker
ظرف کيمياگري,beaker
بي نوک,topless
شعاع,ray
پرتوه,beam
پرتو,ray
پرتودار,beaming
پر پرتو,beamy
لوبيا,bean
باقا,bean
غلاف باقلا,bean pod
خرس,bear
دب,bear
ثمر بخشيدن,bear fruit
بارآوردن,bear fruit
